program,threads,image,image_size,time_sec,time_tolerance_sec,io
mandelbrot_omp,2,seahorse.log,1024,0.695362,0.000565,1
mandelbrot_omp,2,seahorse.log,2048,2.80544,0.00365,1
mandelbrot_omp,2,seahorse.log,4096,11.3448,0.0393,1
mandelbrot_omp,2,seahorse.log,8192,45.4803,77,1
mandelbrot_omp,2,triple_spiral.log,16,0.002179,0.000348,1
mandelbrot_omp,2,triple_spiral.log,32,0.0014699,1.44e-05,1
mandelbrot_omp,2,triple_spiral.log,64,0.0038414,7.84e-05,1
mandelbrot_omp,2,triple_spiral.log,128,0.0125786,3.65e-05,1
mandelbrot_omp,2,triple_spiral.log,256,0.047637,7.07e-05,1
mandelbrot_omp,2,triple_spiral.log,512,0.187222,0.000912,1
mandelbrot_omp,2,triple_spiral.log,1024,0.74562,0.00168,1
mandelbrot_omp,2,triple_spiral.log,2048,3.0561,0.00892,1
mandelbrot_omp,2,triple_spiral.log,4096,12.1523,0.0267,1
mandelbrot_omp,2,triple_spiral.log,8192,48.7939,0.0681,1
mandelbrot_omp,4,elephant.log,16,0.002544,0.00048,1
mandelbrot_omp,4,elephant.log,32,0.002024,0.000414,1
mandelbrot_omp,4,elephant.log,64,0.003574,0.000419,1
mandelbrot_omp,4,elephant.log,128,0.008095,0.000266,1
mandelbrot_omp,4,elephant.log,256,0.027519,0.000486,1
mandelbrot_omp,4,elephant.log,512,0.10682,0.00195,1
mandelbrot_omp,4,elephant.log,1024,0.44361,0.00554,1
mandelbrot_omp,4,elephant.log,2048,1.7976,0.0217,1
mandelbrot_omp,4,elephant.log,4096,6.6257,0.0614,1
mandelbrot_omp,4,elephant.log,8192,28406,274,1
mandelbrot_omp,4,full.log,16,0.00327,0.00101,1
mandelbrot_omp,4,full.log,32,0.002253,0.000531,1
