program,threads,image,image_size,time_sec,time_tolerance_sec,io
mandelbrot_omp,2,full.log,256,0.0077822,4.13e-05,0
mandelbrot_omp,2,full.log,512,0.028982,0.000304,0
mandelbrot_omp,2,full.log,1024,0.111304,0.000849,0
mandelbrot_omp,2,full.log,2048,0.435746,0.000969,0
mandelbrot_omp,2,full.log,4096,1.8549,0.0126,0
mandelbrot_omp,2,full.log,8192,7.22778,0.00873,0
mandelbrot_omp,2,seahorse.log,16,0.0008963,3.46e-05,0
mandelbrot_omp,2,seahorse.log,32,0.0015663,3.9e-05,0
mandelbrot_omp,2,seahorse.log,64,0.0033971,3.83e-05,0
mandelbrot_omp,2,seahorse.log,128,0.011647,0.000128,0
mandelbrot_omp,2,seahorse.log,256,0.043405,0.000283,0
mandelbrot_omp,2,seahorse.log,512,0.16843,0.000403,0
mandelbrot_omp,2,seahorse.log,1024,0.66915,0.00144,0
mandelbrot_omp,2,seahorse.log,2048,2.70036,0.00405,0
mandelbrot_omp,2,seahorse.log,4096,10.7852,0.0215,0
mandelbrot_omp,2,seahorse.log,8192,43.2837,0.0966,0
mandelbrot_omp,2,triple_spiral.log,16,0.000903,4.52e-05,0
mandelbrot_omp,2,triple_spiral.log,32,0.001567,0.00012,0
mandelbrot_omp,2,triple_spiral.log,64,0.00409,0.000206,0
mandelbrot_omp,2,triple_spiral.log,128,0.012416,0.000164,0
mandelbrot_omp,2,triple_spiral.log,256,0.046005,0.000152,0
mandelbrot_omp,2,triple_spiral.log,512,0.180324,0.000494,0
mandelbrot_omp,2,triple_spiral.log,1024,0.71837,0.0011,0
mandelbrot_omp,2,triple_spiral.log,2048,2.92302,0.00622,0
mandelbrot_omp,2,triple_spiral.log,4096,11.6402,0.0439,0
mandelbrot_omp,2,triple_spiral.log,8192,46.5387,0.0908,0
mandelbrot_omp,4,elephant.log,16,0.00257,0.00102,0
mandelbrot_omp,4,elephant.log,32,0.00467,0.00125,0
mandelbrot_omp,4,elephant.log,64,0.00814,0.00553,0
mandelbrot_omp,4,elephant.log,128,0.007777,0.000319,0
mandelbrot_omp,4,elephant.log,256,0.027173,0.000974,0
mandelbrot_omp,4,elephant.log,512,0.10054,0.00276,0
mandelbrot_omp,4,elephant.log,1024,0.43705,0.00117,0
mandelbrot_omp,4,elephant.log,2048,1.6754,0.0233,0
mandelbrot_omp,4,elephant.log,4096,6572,101,0
mandelbrot_omp,4,elephant.log,8192,26377,421,0
mandelbrot_omp,4,full.log,16,0.001325,0.000263,0
mandelbrot_omp,4,full.log,32,0.00854,0.00486,0
mandelbrot_omp,4,full.log,64,0.00303,0.00105,0
mandelbrot_omp,4,full.log,128,0.003305,0.00038,0
mandelbrot_omp,4,full.log,256,0.010498,0.000745,0
mandelbrot_omp,4,full.log,512,0.03302,0.00106,0
mandelbrot_omp,4,full.log,1024,0.11899,0.00273,0
mandelbrot_omp,4,full.log,2048,0.44068,0.00263,0
